#gene_id	#GO_term	#Description
default-0_rep_c23931|m.18443	GO:0005622	intracellular
default-0_rep_c72579|m.48671	GO:0005622	intracellular
default-0_rep_c17148|m.13682	GO:0005840	ribosome
default-0_rep_c58617|m.40206	GO:0005840	ribosome
default-0_rep_c58617|m.40206	GO:0005622	intracellular
default-0_rep_c54769|m.37602	GO:0005840	ribosome
default-0_rep_c54769|m.37602	GO:0005622	intracellular
default-0_rep_c80895|m.54311	GO:0005743	mitochondrial inner membrane
default-0_rep_c61745|m.42207	GO:0016020	membrane
default-0_dn_rep_c43083|m.29648	GO:0005840	ribosome
default-0_c109118|m.67678	GO:0005634	nucleus
default-0_c109118|m.67679	GO:0005634	nucleus
default-0_rep_c16430|m.13190	GO:0015935	small ribosomal subunit
default-0_rep_c112663|m.69483	GO:0016020	membrane
default-0_rep_c466|m.498	GO:0005783	endoplasmic reticulum
default-0_c57453|m.39468	GO:0005840	ribosome
default-0_dn_rep_c72682|m.48757	GO:0005874	microtubule
default-0_rep_c16537|m.13263	GO:0005737	cytoplasm
default-0_c71485|m.47697	GO:0005622	intracellular
default-0_c10886|m.9086	GO:0005634	nucleus
default-0_rep_c37292|m.26163	GO:0005634	nucleus
default-0_rep_c113561|m.69977	GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
default-0_rep_c68207|m.45842	GO:0005840	ribosome
default-0_rep_c68207|m.45842	GO:0005622	intracellular
default-0_rep_c43297|m.29816	GO:0005840	ribosome
default-0_rep_c43297|m.29816	GO:0005622	intracellular
default-0_rep_c108868|m.67524	GO:0035267	NuA4 histone acetyltransferase complex
default-0_rep_c108868|m.67524	GO:0032777	Piccolo NuA4 histone acetyltransferase complex
default-0_rep_c46552|m.32254	GO:0009522	photosystem I
default-0_rep_c46552|m.32254	GO:0009538	photosystem I reaction center
default-0_rep_c44586|m.30868	GO:0005634	nucleus
default-0_rep_c44586|m.30868	GO:0000785	chromatin
default-0_rep_c44586|m.30868	GO:0000786	nucleosome
default-0_dn_rep_c38788|m.27027	GO:0005840	ribosome
default-0_dn_rep_c38788|m.27027	GO:0005622	intracellular
default-0_rep_c4580|m.4056	GO:0000786	nucleosome
default-0_rep_c69121|m.46254	GO:0032040	small-subunit processome
default-0_dn_rep_c4469|m.3955	GO:0016021	integral component of membrane
default-0_rep_c53483|m.36749	GO:0005634	nucleus
default-0_rep_c53483|m.36749	GO:0000775	chromosome, centromeric region
default-0_rep_c63927|m.43470	GO:0005840	ribosome
default-0_c82833|m.55350	GO:0016021	integral component of membrane
default-0_c82833|m.55350	GO:0005783	endoplasmic reticulum
default-0_rep_c3514|m.3077	GO:0005840	ribosome
default-0_rep_c113857|m.70139	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_rep_c42380|m.29124	GO:0016021	integral component of membrane
default-0_rep_c29907|m.22207	GO:0016020	membrane
default-0_rep_c4789|m.4228	GO:0005874	microtubule
default-0_rep_c65628|m.44488	GO:0005840	ribosome
default-0_rep_c65628|m.44488	GO:0005622	intracellular
default-0_rep_c46284|m.32071	GO:0016021	integral component of membrane
default-0_rep_c4610|m.4082	GO:0005840	ribosome
default-0_rep_c4610|m.4082	GO:0005622	intracellular
default-0_rep_c36449|m.25700	GO:0005840	ribosome
default-0_rep_c36449|m.25700	GO:0005622	intracellular
default-0_rep_c105133|m.65325	GO:0000178	exosome (RNase complex)
default-0_rep_c5156|m.4548	GO:0005840	ribosome
default-0_rep_c5156|m.4548	GO:0005622	intracellular
default-0_rep_c66315|m.44885	GO:0005840	ribosome
default-0_rep_c66315|m.44885	GO:0005622	intracellular
default-0_rep_c69574|m.46433	GO:0016020	membrane
default-0_c108554|m.67310	GO:0005622	intracellular
default-0_c108554|m.67311	GO:0005622	intracellular
default-0_rep_c109155|m.67703	GO:0016020	membrane
default-0_rep_c35565|m.25200	GO:0005618	cell wall
default-0_rep_c80632|m.54152	GO:0009522	photosystem I
default-0_rep_c80632|m.54152	GO:0009538	photosystem I reaction center
default-0_rep_c51861|m.35734	GO:0005840	ribosome
default-0_rep_c51861|m.35734	GO:0005622	intracellular
default-0_rep_c56884|m.39108	GO:0015935	small ribosomal subunit
default-0_rep_c56884|m.39108	GO:0005840	ribosome
default-0_rep_c61597|m.42111	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_rep_c107154|m.66360	GO:0016020	membrane
default-0_rep_c107154|m.66360	GO:0005622	intracellular
default-0_rep_c9051|m.7654	GO:0009507	chloroplast
default-0_rep_c49799|m.34492	GO:0016021	integral component of membrane
default-0_rep_c60506|m.41450	GO:0005840	ribosome
default-0_rep_c60506|m.41450	GO:0015935	small ribosomal subunit
default-0_rep_c62967|m.42926	GO:0005840	ribosome
default-0_rep_c62967|m.42926	GO:0005622	intracellular
default-0_c106260|m.65829	GO:0016021	integral component of membrane
default-0_c96262|m.61736	GO:0005840	ribosome
default-0_c96262|m.61736	GO:0005622	intracellular
default-0_rep_c82031|m.54941	GO:0005840	ribosome
default-0_c94368|m.60862	GO:0005737	cytoplasm
default-0_rep_c6046|m.5260	GO:0016272	prefoldin complex
default-0_rep_c64081|m.43569	GO:0005681	spliceosomal complex
default-0_rep_c24668|m.18968	GO:0005643	nuclear pore
default-0_rep_c6880|m.5962	GO:0005840	ribosome
default-0_rep_c6880|m.5962	GO:0005622	intracellular
default-0_rep_c2030|m.1763	GO:0005737	cytoplasm
default-0_rep_c2030|m.1763	GO:0005852	eukaryotic translation initiation factor 3 complex
default-0_rep_c2172|m.1887	GO:0000786	nucleosome
default-0_rep_c43488|m.29980	GO:0016020	membrane
default-0_rep_c59344|m.40666	GO:0005622	intracellular
default-0_rep_c59344|m.40666	GO:0015934	large ribosomal subunit
default-0_rep_c59344|m.40666	GO:0005840	ribosome
default-0_rep_c44700|m.30945	GO:0005956	protein kinase CK2 complex
default-0_rep_c38207|m.26675	GO:0016020	membrane
default-0_c34118|m.24463	GO:0005840	ribosome
default-0_c34118|m.24463	GO:0005622	intracellular
default-0_c91553|m.59579	GO:0005694	chromosome
default-0_rep_c39990|m.27727	GO:0016021	integral component of membrane
default-0_rep_c45569|m.31606	GO:0016021	integral component of membrane
default-0_rep_c65556|m.44442	GO:0005840	ribosome
default-0_rep_c65556|m.44442	GO:0005622	intracellular
default-0_rep_c77439|m.52110	GO:0005622	intracellular
default-0_rep_c77439|m.52110	GO:0005840	ribosome
default-0_rep_c41719|m.28708	GO:0005622	intracellular
default-0_rep_c6863|m.5945	GO:0005840	ribosome
default-0_rep_c6863|m.5945	GO:0005622	intracellular
default-0_rep_c53609|m.36829	GO:0005840	ribosome
default-0_rep_c53609|m.36829	GO:0005622	intracellular
default-0_rep_c44237|m.30591	GO:0005840	ribosome
default-0_rep_c44237|m.30591	GO:0005622	intracellular
default-0_rep_c99284|m.62860	GO:0005840	ribosome
default-0_c45876|m.31806	GO:0005737	cytoplasm
default-0_rep_c58059|m.39883	GO:0016020	membrane
default-0_rep_c59208|m.40594	GO:0015935	small ribosomal subunit
default-0_rep_c59208|m.40594	GO:0005622	intracellular
default-0_c9929|m.8360	GO:0016021	integral component of membrane
default-0_rep_c89595|m.58764	GO:0005840	ribosome
default-0_rep_c89595|m.58764	GO:0005622	intracellular
default-0_rep_c29752|m.22111	GO:0016021	integral component of membrane
default-0_rep_c81133|m.54436	GO:0015935	small ribosomal subunit
default-0_rep_c113495|m.69940	GO:0005839	proteasome core complex
default-0_rep_c61673|m.42160	GO:0005840	ribosome
default-0_rep_c43293|m.29813	GO:0005840	ribosome
default-0_rep_c43293|m.29813	GO:0005622	intracellular
default-0_rep_c37533|m.26315	GO:0016020	membrane
default-0_rep_c67508|m.45513	GO:0005840	ribosome
default-0_rep_c67508|m.45513	GO:0005622	intracellular
default-0_rep_c95037|m.61162	GO:0016020	membrane
default-0_rep_c15678|m.12635	GO:0005634	nucleus
default-0_rep_c15678|m.12635	GO:0000786	nucleosome
default-0_rep_c10733|m.8960	GO:0005634	nucleus
default-0_rep_c10733|m.8960	GO:0000786	nucleosome
default-0_c75918|m.51141	GO:0005737	cytoplasm
default-0_rep_c85712|m.56909	GO:0016020	membrane
default-0_rep_c85712|m.56909	GO:0005622	intracellular
default-0_rep_c66808|m.45163	GO:0005840	ribosome
default-0_rep_c66808|m.45163	GO:0005622	intracellular
default-0_c22901|m.17744	GO:0005737	cytoplasm
default-0_c22901|m.17744	GO:0008290	F-actin capping protein complex
default-0_rep_c65505|m.44408	GO:0005840	ribosome
default-0_rep_c49151|m.34062	GO:0005634	nucleus
default-0_rep_c49151|m.34062	GO:0000786	nucleosome
default-0_rep_c56715|m.38988	GO:0005840	ribosome
default-0_rep_c56715|m.38988	GO:0005622	intracellular
default-0_c98997|m.62758	GO:0005634	nucleus
default-0_rep_c22114|m.17242	GO:0016021	integral component of membrane
default-0_rep_c59017|m.40480	GO:0000015	phosphopyruvate hydratase complex
default-0_rep_c4698|m.4157	GO:0005634	nucleus
default-0_rep_c4698|m.4157	GO:0000786	nucleosome
default-0_c74004|m.49777	GO:0016020	membrane
default-0_rep_c19801|m.15633	GO:0005840	ribosome
default-0_rep_c19801|m.15633	GO:0005622	intracellular
default-0_c22173|m.17285	GO:0005634	nucleus
default-0_c22173|m.17286	GO:0005634	nucleus
default-0_rep_c93435|m.60397	GO:0005874	microtubule
default-0_rep_c3137|m.2759	GO:0005743	mitochondrial inner membrane
default-0_rep_c3137|m.2759	GO:0005751	mitochondrial respiratory chain complex IV
default-0_rep_c43821|m.30262	GO:0005737	cytoplasm
default-0_rep_c42883|m.29476	GO:0005840	ribosome
default-0_rep_c42883|m.29476	GO:0015934	large ribosomal subunit
default-0_rep_c42883|m.29476	GO:0005622	intracellular
default-0_rep_c17786|m.14133	GO:0005737	cytoplasm
default-0_rep_c65266|m.44282	GO:0005840	ribosome
default-0_rep_c65266|m.44282	GO:0005622	intracellular
default-0_rep_c42895|m.29486	GO:0005840	ribosome
default-0_rep_c42895|m.29486	GO:0005622	intracellular
default-0_rep_c103942|m.64770	GO:0005839	proteasome core complex
default-0_rep_c103942|m.64770	GO:0019773	proteasome core complex, alpha-subunit complex
default-0_rep_c46562|m.32264	GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)
default-0_rep_c46562|m.32264	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
default-0_rep_c60105|m.41152	GO:0000786	nucleosome
default-0_rep_c8817|m.7475	GO:0005840	ribosome
default-0_rep_c8817|m.7475	GO:0005622	intracellular
default-0_dn_rep_c67342|m.45409	GO:0005840	ribosome
default-0_dn_rep_c67342|m.45409	GO:0005622	intracellular
default-0_rep_c32643|m.23690	GO:0005739	mitochondrion
default-0_rep_c3679|m.3229	GO:0005840	ribosome
default-0_rep_c6504|m.5648	GO:0005840	ribosome
default-0_rep_c6504|m.5648	GO:0005622	intracellular
default-0_c70725|m.47004	GO:0005634	nucleus
default-0_rep_c43439|m.29936	GO:0005840	ribosome
default-0_rep_c43439|m.29936	GO:0005622	intracellular
default-0_rep_c16941|m.13547	GO:0005840	ribosome
default-0_rep_c16941|m.13547	GO:0005622	intracellular
default-0_rep_c61009|m.41741	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_dn_rep_c5781|m.5037	GO:0015934	large ribosomal subunit
default-0_dn_rep_c5781|m.5037	GO:0005840	ribosome
default-0_dn_rep_c375|m.411	GO:0005737	cytoplasm
default-0_rep_c70764|m.47049	GO:0005840	ribosome
default-0_rep_c70764|m.47049	GO:0005622	intracellular
default-0_rep_c34826|m.24825	GO:0016021	integral component of membrane
default-0_rep_c15943|m.12830	GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
default-0_rep_c59329|m.40658	GO:0009507	chloroplast
default-0_rep_c37838|m.26487	GO:0005840	ribosome
default-0_rep_c37838|m.26487	GO:0005622	intracellular
default-0_rep_c49744|m.34460	GO:0019898	extrinsic component of membrane
default-0_rep_c49744|m.34460	GO:0009654	photosystem II oxygen evolving complex
default-0_rep_c49744|m.34460	GO:0009523	photosystem II
default-0_rep_c32257|m.23479	GO:0005737	cytoplasm
default-0_rep_c22411|m.17429	GO:0016020	membrane
default-0_rep_c22411|m.17429	GO:0005622	intracellular
default-0_rep_c60466|m.41427	GO:0016020	membrane
default-0_rep_c65633|m.44492	GO:0005840	ribosome
default-0_rep_c65633|m.44492	GO:0005622	intracellular
default-0_dn_rep_c24184|m.18624	GO:0016020	membrane
